"player","pos","age","contract_type","cap_hit","cap_hit_pct_league_cap","team","year"
"Giannis Antetokounmpo","PF",25,"RK-EXT","$25,842,697","23.68%","milwaukee bucks",2019
"Eric Bledsoe","PG",30,"VET-EXT","$15,625,000","14.32%","milwaukee bucks",2019
"Brook Lopez","C",31,"FA","$12,093,024","11.08%","milwaukee bucks",2019
"George Hill","PG",33,"FA","$9,133,907","8.37%","milwaukee bucks",2019
"Ersan Ilyasova","PF",32,"","$7,000,000","6.41%","milwaukee bucks",2019
"Robin Lopez","C",31,"FA","$4,767,000","4.37%","milwaukee bucks",2019
"DJ Wilson","PF",23,"RK","$2,961,120","2.71%","milwaukee bucks",2019
"Donte DiVincenzo","SG",23,"RK","$2,905,800","2.66%","milwaukee bucks",2019
"Wesley Matthews","SG",33,"FA","$2,564,753","2.35%","milwaukee bucks",2019
"Pat Connaughton","SG",27,"","$1,723,050","1.58%","milwaukee bucks",2019
"Kyle Korver","SG",38,"FA","$1,620,564","1.48%","milwaukee bucks",2019
"Sterling Brown","SG",24,"RK","$1,618,520","1.48%","milwaukee bucks",2019
"Thanasis Antetokounmpo","SF",27,"FA","$1,445,697","1.32%","milwaukee bucks",2019
"Marvin Williams","PF",33,"ROS","$604,278","0.55%","milwaukee bucks",2019
"Frank Mason III","PG",25,"TW","-","-","milwaukee bucks",2019
"Cam Reynolds","F",24,"TW","-","-","milwaukee bucks",2019
"Khris Middleton","SF",29,"FA","$33,051,724","30.28%","milwaukee bucks",2020
"Giannis Antetokounmpo","PF",26,"RK-EXT","$27,528,088","25.22%","milwaukee bucks",2020
"Jrue Holiday","PG",30,"FA","$27,026,111","24.76%","milwaukee bucks",2020
"Brook Lopez","C",32,"FA","$12,697,675","11.63%","milwaukee bucks",2020
"P.J. Tucker","PF",35,"","$7,969,537","7.30%","milwaukee bucks",2020
"Pat Connaughton","SG",28,"FA","$4,938,273","4.52%","milwaukee bucks",2020
"Bobby Portis","PF",25,"FA","$3,623,000","3.32%","milwaukee bucks",2020
"Donte DiVincenzo","SG",24,"RK","$3,044,160","2.79%","milwaukee bucks",2020
"Bryn Forbes","SG",27,"FA","$2,337,145","2.14%","milwaukee bucks",2020
"Thanasis Antetokounmpo","SF",28,"FA","$1,701,593","1.56%","milwaukee bucks",2020
"Jordan Nwora","SF",22,"RK","$898,310","0.82%","milwaukee bucks",2020
"Sam Merrill","SG",24,"","$898,310","0.82%","milwaukee bucks",2020
"Jeff Teague","PG",32,"ROS","$510,589","0.47%","milwaukee bucks",2020
"Mamadi Diakite","PF",24,"ROS","$160,173","0.15%","milwaukee bucks",2020
"Elijah Bryant","SG",25,"ROS","$24,611","0.02%","milwaukee bucks",2020
"Axel Toupane","SG",28,"TW","-","-","milwaukee bucks",2020
"Justin Jackson","SF",25,"TW","-","-","milwaukee bucks",2020
"Giannis Antetokounmpo","PF",27,"DVET-EXT","$39,344,900","35.00%","milwaukee bucks",2021
"Khris Middleton","SF",30,"FA","$35,500,000","31.58%","milwaukee bucks",2021
"Jrue Holiday","PG",31,"VET-EXT","$31,171,333","27.73%","milwaukee bucks",2021
"Brook Lopez","C",33,"FA","$13,302,325","11.83%","milwaukee bucks",2021
"Serge Ibaka","C",32,"FA","$10,223,705","9.09%","milwaukee bucks",2021
"Pat Connaughton","SG",29,"FA","$5,333,334","4.74%","milwaukee bucks",2021
"Bobby Portis","PF",26,"FA","$4,347,600","3.87%","milwaukee bucks",2021
"Grayson Allen","SG",26,"RK","$4,054,695","3.61%","milwaukee bucks",2021
"George Hill","PG",35,"FA","$4,000,000","3.56%","milwaukee bucks",2021
"Thanasis Antetokounmpo","SF",29,"FA","$1,729,217","1.54%","milwaukee bucks",2021
"Jordan Nwora","SF",23,"RK","$1,517,981","1.35%","milwaukee bucks",2021
"Wesley Matthews","SG",35,"ROS","$1,237,496","1.10%","milwaukee bucks",2021
"Jevon Carter","PG",26,"ROS","$441,278","0.39%","milwaukee bucks",2021
"Luca Vildoza","PG",26,"ROS","$42,789","0.04%","milwaukee bucks",2021
"Rayjon Tucker","SF",24,"ROS","$28,779","0.03%","milwaukee bucks",2021
"Lindell Wigginton","SG",23,"TW","-","-","milwaukee bucks",2021
"Sandro Mamukelashvili","C",22,"TW","-","-","milwaukee bucks",2021
"Giannis Antetokounmpo","PF",28,"DVET-EXT","$42,492,492","34.36%","milwaukee bucks",2022
"Khris Middleton","SF",31,"FA","$37,948,276","30.69%","milwaukee bucks",2022
"Jrue Holiday","PG",32,"VET-EXT","$34,319,480","27.75%","milwaukee bucks",2022
"Brook Lopez","C",34,"FA","$13,906,976","11.25%","milwaukee bucks",2022
"Bobby Portis","PF",27,"FA","$10,843,350","8.77%","milwaukee bucks",2022
"Jae Crowder","SF",32,"FA","$10,183,800","8.24%","milwaukee bucks",2022
"Grayson Allen","SG",27,"RK-EXT","$8,925,000","7.22%","milwaukee bucks",2022
"Joe Ingles","SF",35,"FA","$6,479,000","5.24%","milwaukee bucks",2022
"Pat Connaughton","SG",30,"FA","$5,728,393","4.63%","milwaukee bucks",2022
"MarJon Beauchamp","SG",22,"RK","$2,485,200","2.01%","milwaukee bucks",2022
"Jevon Carter","PG",27,"FA","$2,100,000","1.70%","milwaukee bucks",2022
"Thanasis Antetokounmpo","SF",30,"FA","$1,878,720","1.52%","milwaukee bucks",2022
"Wesley Matthews","SG",36,"FA","$1,836,090","1.48%","milwaukee bucks",2022
"Goran Dragic","PG",36,"ROS","$390,433","0.32%","milwaukee bucks",2022
"Meyers Leonard","C",30,"ROS","$284,911","0.23%","milwaukee bucks",2022
"Lindell Wigginton","SG",24,"TW","-","-","milwaukee bucks",2022
"AJ Green","SG",23,"TW","-","-","milwaukee bucks",2022
"Damian Lillard","PG",33,"DVET-EXT","$45,640,084","33.55%","milwaukee bucks",2023
"Giannis Antetokounmpo","PF",29,"DVET-EXT","$45,640,084","33.55%","milwaukee bucks",2023
"Khris Middleton","SF",32,"FA","$29,320,988","21.56%","milwaukee bucks",2023
"Brook Lopez","C",35,"FA","$25,000,000","18.38%","milwaukee bucks",2023
"Bobby Portis","PF",28,"FA","$11,710,818","8.61%","milwaukee bucks",2023
"Pat Connaughton","SG",31,"VET-EXT","$9,423,869","6.93%","milwaukee bucks",2023
"MarJon Beauchamp","SG",23,"RK","$2,609,400","1.92%","milwaukee bucks",2023
"Patrick Beverley","PG",35,"FA","$2,019,706","1.48%","milwaukee bucks",2023
"Jae Crowder","SF",33,"FA","$2,019,706","1.48%","milwaukee bucks",2023
"Malik Beasley","SG",27,"FA","$2,019,706","1.48%","milwaukee bucks",2023
"Thanasis Antetokounmpo","SF",31,"FA","$2,019,706","1.48%","milwaukee bucks",2023
"AJ Green","SG",24,"FA","$1,901,769","1.40%","milwaukee bucks",2023
"Andre Jackson Jr.","SG",22,"RK","$1,119,563","0.82%","milwaukee bucks",2023
"Chris Livingston","SF",20,"RK","$1,119,563","0.82%","milwaukee bucks",2023
"Danilo Gallinari","PF",35,"ROS","$661,628","0.49%","milwaukee bucks",2023
"TyTy Washington Jr.","PG",22,"TW","-","-","milwaukee bucks",2023
"Ryan Rollins","SG",21,"TW","-","-","milwaukee bucks",2023
"Jaylin Galloway","F",21,"TW","-","-","milwaukee bucks",2023
"Damian Lillard","PG",34,"DVET-EXT","$48,787,676","34.70%","milwaukee bucks",2024
"Giannis Antetokounmpo","PF",30,"DVET-EXT","$48,787,676","34.70%","milwaukee bucks",2024
"Khris Middleton","SF",33,"FA","$31,666,667","22.52%","milwaukee bucks",2024
"Brook Lopez","C",36,"FA","$23,000,000","16.36%","milwaukee bucks",2024
"Bobby Portis","PF",29,"FA","$12,578,286","8.95%","milwaukee bucks",2024
"Pat Connaughton","SG",32,"VET-EXT","$9,423,869","6.70%","milwaukee bucks",2024
"AJ Johnson","PG",20,"RK","$2,795,294","1.99%","milwaukee bucks",2024
"MarJon Beauchamp","SG",24,"RK","$2,733,720","1.94%","milwaukee bucks",2024
"AJ Green","SG",25,"FA","$2,120,693","1.51%","milwaukee bucks",2024
"Delon Wright","PG",32,"FA","$2,087,519","1.48%","milwaukee bucks",2024
"Taurean Prince","PF",30,"FA","$2,087,519","1.48%","milwaukee bucks",2024
"Chris Livingston","SF",21,"RK","$1,891,857","1.35%","milwaukee bucks",2024
"Andre Jackson Jr.","SG",23,"RK","$1,891,857","1.35%","milwaukee bucks",2024
"Tyler Smith","SF",20,"RK","-","-","milwaukee bucks",2024
"Ryan Rollins","SG",22,"TW","-","-","milwaukee bucks",2024
"Stanley Umude","G",25,"TW","-","-","milwaukee bucks",2024
"Jaylin Galloway","F",22,"TW","-","-","milwaukee bucks",2024
"Joe Johnson","SG",30,"","$18,038,573","31.08%","atlanta hawks",2011
"Josh Smith","SF",26,"","$12,400,000","21.36%","atlanta hawks",2011
"Al Horford","C",25,"RK-EXT","$12,000,000","20.67%","atlanta hawks",2011
"Kirk Hinrich","SG",31,"EXT","$8,000,000","13.78%","atlanta hawks",2011
"Marvin Williams","PF",25,"","$7,500,000","12.92%","atlanta hawks",2011
"Zaza Pachulia","C",27,"","$4,750,000","8.18%","atlanta hawks",2011
"Jeff Teague","PG",23,"RK","$1,579,920","2.72%","atlanta hawks",2011
"Vladimir Radmanovic","SF",31,"","$1,352,181","2.33%","atlanta hawks",2011
"Willie Green","SF",30,"","$1,352,181","2.33%","atlanta hawks",2011
"Jannero Pargo","PG",32,"","$1,223,166","2.11%","atlanta hawks",2011
"Jerry Stackhouse","SF",37,"","$854,389","1.47%","atlanta hawks",2011
"Tracy McGrady","SG",32,"","$854,389","1.47%","atlanta hawks",2011
"Jason Collins","C",24,"","$854,389","1.47%","atlanta hawks",2011
"Ivan Johnson","PF",27,"RK","$473,604","0.82%","atlanta hawks",2011
"Erick Dampier","C",NA,"ROS","$221,136","0.38%","atlanta hawks",2011
"Josh Smith","SF",27,"","$13,200,000","22.74%","atlanta hawks",2012
"Al Horford","C",26,"RK-EXT","$12,000,000","20.67%","atlanta hawks",2012
"Devin Harris","PG",29,"RK-EXT","$8,500,000","14.64%","atlanta hawks",2012
"Zaza Pachulia","C",28,"","$5,248,750","9.04%","atlanta hawks",2012
"Louis Williams","SG",26,"","$5,000,000","8.61%","atlanta hawks",2012
"Kyle Korver","SG",31,"","$5,000,000","8.61%","atlanta hawks",2012
"Johan Petro","C",27,"","$3,500,000","6.03%","atlanta hawks",2012
"Dahntay Jones","SF",32,"","$2,900,000","5.00%","atlanta hawks",2012
"Jeff Teague","PG",24,"RK","$2,433,077","4.19%","atlanta hawks",2012
"DeShawn Stevenson","SF",31,"","$2,240,450","3.86%","atlanta hawks",2012
"John Jenkins","SG",21,"RK","$1,204,560","2.08%","atlanta hawks",2012
"Ivan Johnson","PF",28,"","$962,195","1.66%","atlanta hawks",2012
"Anthony Tolliver","PF",27,"","$854,389","1.47%","atlanta hawks",2012
"Mike Scott","PF",24,"RK","$473,604","0.82%","atlanta hawks",2012
"Shelvin Mack","PG",22,"","$103,121","0.18%","atlanta hawks",2012
"Al Horford","C",27,"RK-EXT","$12,000,000","20.45%","atlanta hawks",2013
"Paul Millsap","PF",28,"","$9,500,000","16.19%","atlanta hawks",2013
"Jeff Teague","PG",25,"","$8,000,000","13.63%","atlanta hawks",2013
"Kyle Korver","SG",32,"","$6,760,563","11.52%","atlanta hawks",2013
"Louis Williams","SG",27,"","$5,225,000","8.90%","atlanta hawks",2013
"Elton Brand","PF",34,"FA","$4,000,000","6.82%","atlanta hawks",2013
"DeMarre Carroll","SF",27,"","$2,557,545","4.36%","atlanta hawks",2013
"Gustavo Ayon","PF",28,"RK","$1,500,000","2.56%","atlanta hawks",2013
"Dennis Schröder","PG",20,"RK","$1,348,200","2.30%","atlanta hawks",2013
"John Jenkins","SG",22,"RK","$1,258,800","2.15%","atlanta hawks",2013
"Pero Antic","PF",31,"","$1,200,000","2.05%","atlanta hawks",2013
"Shelvin Mack","PG",23,"","$884,293","1.51%","atlanta hawks",2013
"Mike Scott","PF",25,"RK","$788,872","1.34%","atlanta hawks",2013
"Cartier Martin","PF",29,"","$332,402","0.57%","atlanta hawks",2013
"Mike Muscala","C",22,"RK","$161,471","0.28%","atlanta hawks",2013
"Al Horford","C",28,"RK-EXT","$12,000,000","19.03%","atlanta hawks",2014
"Paul Millsap","PF",29,"","$9,500,000","15.06%","atlanta hawks",2014
"Jeff Teague","PG",26,"","$8,000,000","12.69%","atlanta hawks",2014
"Kyle Korver","SG",33,"","$6,253,521","9.92%","atlanta hawks",2014
"Thabo Sefolosha","SF",30,"S&T","$4,150,000","6.58%","atlanta hawks",2014
"Mike Scott","PF",26,"","$3,333,333","5.29%","atlanta hawks",2014
"DeMarre Carroll","SF",28,"","$2,442,455","3.87%","atlanta hawks",2014
"Shelvin Mack","PG",24,"","$2,433,333","3.86%","atlanta hawks",2014
"Elton Brand","PF",35,"FA","$2,000,000","3.17%","atlanta hawks",2014
"Kent Bazemore","SG",25,"","$2,000,000","3.17%","atlanta hawks",2014
"Dennis Schröder","PG",21,"RK","$1,690,680","2.68%","atlanta hawks",2014
"John Jenkins","SG",23,"RK","$1,312,920","2.08%","atlanta hawks",2014
"Pero Antic","PF",32,"","$1,250,000","1.98%","atlanta hawks",2014
"Mike Muscala","C",23,"RK","$816,482","1.29%","atlanta hawks",2014
"Austin Daye","PF",26,"","$62,552","0.10%","atlanta hawks",2014
"Paul Millsap","PF",30,"","$18,671,659","26.67%","atlanta hawks",2015
"Al Horford","C",29,"RK-EXT","$12,000,000","17.14%","atlanta hawks",2015
"Tiago Splitter","PF",31,"","$8,800,000","12.57%","atlanta hawks",2015
"Jeff Teague","PG",27,"","$8,000,000","11.43%","atlanta hawks",2015
"Kyle Korver","SG",34,"","$5,746,479","8.21%","atlanta hawks",2015
"Thabo Sefolosha","SF",31,"S&T","$4,000,000","5.71%","atlanta hawks",2015
"Mike Scott","PF",27,"","$3,333,333","4.76%","atlanta hawks",2015
"Kirk Hinrich","SG",35,"","$2,996,008","4.28%","atlanta hawks",2015
"Kent Bazemore","SG",26,"","$2,000,000","2.86%","atlanta hawks",2015
"Dennis Schröder","PG",22,"RK","$1,763,400","2.52%","atlanta hawks",2015
"Tim Hardaway Jr.","SG",23,"RK","$1,304,520","1.86%","atlanta hawks",2015
"Walter Tavares","C",23,"RK","$1,000,000","1.43%","atlanta hawks",2015
"Mike Muscala","C",24,"RK","$947,276","1.35%","atlanta hawks",2015
"Lamar Patterson","SG",24,"","$525,093","0.75%","atlanta hawks",2015
"Kris Humphries","PF",30,"","$245,177","0.35%","atlanta hawks",2015
"Dwight Howard","C",31,"","$23,180,275","24.62%","atlanta hawks",2016
"Paul Millsap","PF",31,"","$20,072,033","21.32%","atlanta hawks",2016
"Kent Bazemore","SG",27,"","$15,730,338","16.71%","atlanta hawks",2016
"Ersan Ilyasova","PF",29,"","$8,400,000","8.92%","atlanta hawks",2016
"Mike Dunleavy","SF",36,"","$4,837,500","5.14%","atlanta hawks",2016
"Kris Humphries","PF",31,"","$4,000,000","4.25%","atlanta hawks",2016
"Thabo Sefolosha","SF",32,"S&T","$3,850,000","4.09%","atlanta hawks",2016
"Dennis Schröder","PG",23,"RK","$2,708,582","2.88%","atlanta hawks",2016
"Malcom Delaney","SG",27,"RK","$2,500,000","2.66%","atlanta hawks",2016
"Taurean Prince","PF",22,"RK","$2,318,280","2.46%","atlanta hawks",2016
"Tim Hardaway Jr.","SG",24,"RK","$2,281,605","2.42%","atlanta hawks",2016
"DeAndre' Bembry","SF",22,"RK","$1,499,760","1.59%","atlanta hawks",2016
"Mike Muscala","C",25,"RK","$1,015,696","1.08%","atlanta hawks",2016
"Ryan Kelly","PF",25,"","$286,785","0.30%","atlanta hawks",2016
"Jose Calderon","PG",35,"","$247,991","0.26%","atlanta hawks",2016
"Kent Bazemore","SG",28,"","$16,910,113","17.06%","atlanta hawks",2017
"Dennis Schröder","PG",24,"RK-EXT","$15,500,000","15.64%","atlanta hawks",2017
"Miles Plumlee","C",29,"","$12,500,000","12.61%","atlanta hawks",2017
"Dewayne Dedmon","C",28,"","$6,000,000","6.05%","atlanta hawks",2017
"Mike Muscala","C",26,"","$5,000,000","5.05%","atlanta hawks",2017
"Malcom Delaney","SG",28,"RK","$2,500,000","2.52%","atlanta hawks",2017
"Taurean Prince","PF",23,"RK","$2,422,560","2.44%","atlanta hawks",2017
"John Collins","PF",20,"RK","$1,936,920","1.95%","atlanta hawks",2017
"DeAndre' Bembry","SF",23,"RK","$1,567,200","1.58%","atlanta hawks",2017
"Isaiah Taylor","PG",23,"","$1,312,611","1.32%","atlanta hawks",2017
"Tyler Dorsey","SG",21,"RK","$815,615","0.82%","atlanta hawks",2017
"Tyler Cavanaugh","PF",23,"","$679,919","0.69%","atlanta hawks",2017
"Antonius Cleveland","SG",23,"","$133,632","0.13%","atlanta hawks",2017
"Jaylen Morris","G",22,"","$101,376","0.10%","atlanta hawks",2017
"Damion Lee","SG",25,"","$46,080","0.05%","atlanta hawks",2017
"Josh Magette","PG",28,"TW","-","-","atlanta hawks",2017
"Andrew White III","G",24,"TW","-","-","atlanta hawks",2017
"Kent Bazemore","SG",29,"","$18,089,887","17.76%","atlanta hawks",2018
"Miles Plumlee","C",30,"","$12,500,000","12.27%","atlanta hawks",2018
"Dewayne Dedmon","C",29,"","$7,200,000","7.07%","atlanta hawks",2018
"Trae Young","PG",20,"RK","$5,356,440","5.26%","atlanta hawks",2018
"Alex Len","C",25,"","$4,350,000","4.27%","atlanta hawks",2018
"Taurean Prince","PF",24,"RK","$2,526,840","2.48%","atlanta hawks",2018
"Justin Anderson","SG",25,"RK","$2,516,048","2.47%","atlanta hawks",2018
"John Collins","PF",21,"RK","$2,299,080","2.26%","atlanta hawks",2018
"Kevin Huerter","SG",20,"RK","$2,250,960","2.21%","atlanta hawks",2018
"DeAndre' Bembry","SF",24,"RK","$1,634,640","1.60%","atlanta hawks",2018
"Omari Spellman","PF",21,"RK","$1,620,480","1.59%","atlanta hawks",2018
"Vince Carter","SG",42,"","$1,512,601","1.48%","atlanta hawks",2018
"Jaylen Adams","PG",22,"","$236,854","0.23%","atlanta hawks",2018
"Isaac Humphries","C",21,"","$47,371","0.05%","atlanta hawks",2018
"Deyonta Davis","C",22,"ROS","$25,637","0.03%","atlanta hawks",2018
"Alex Poythress","SF",25,"TW","-","-","atlanta hawks",2018
"Jeff Teague","PG",31,"","$19,000,000","17.41%","atlanta hawks",2019
"Clint Capela","C",25,"","$14,896,552","13.65%","atlanta hawks",2019
"Dewayne Dedmon","C",30,"FA","$13,333,334","12.22%","atlanta hawks",2019
"De'Andre Hunter","SF",22,"RK","$7,068,360","6.48%","atlanta hawks",2019
"Trae Young","PG",21,"RK","$6,273,000","5.75%","atlanta hawks",2019
"Cam Reddish","SF",20,"RK","$4,245,720","3.89%","atlanta hawks",2019
"John Collins","PF",22,"RK","$2,686,560","2.46%","atlanta hawks",2019
"Kevin Huerter","SG",21,"RK","$2,636,280","2.42%","atlanta hawks",2019
"DeAndre' Bembry","SF",25,"RK","$2,603,982","2.39%","atlanta hawks",2019
"Skal Labissiere","PF",23,"RK","$2,338,847","2.14%","atlanta hawks",2019
"Damian Jones","C",24,"RK","$2,305,057","2.11%","atlanta hawks",2019
"Treveon Graham","SF",26,"","$1,645,357","1.51%","atlanta hawks",2019
"Vince Carter","SG",43,"FA","$1,620,564","1.48%","atlanta hawks",2019
"Bruno Fernando","C",21,"RK","$1,400,000","1.28%","atlanta hawks",2019
"Brandon Goodwin","PG",24,"ROS","$522,738","0.48%","atlanta hawks",2019
"Charlie Brown Jr.","SG",21,"TW","-","-","atlanta hawks",2019
"Danilo Gallinari","PF",32,"S&T","$19,500,000","17.87%","atlanta hawks",2020
"Bogdan Bogdanovic","SG",28,"FA","$18,000,000","16.49%","atlanta hawks",2020
"Clint Capela","C",26,"","$17,500,000","16.03%","atlanta hawks",2020
"Tony Snell","SG",29,"","$12,178,571","11.16%","atlanta hawks",2020
"Louis Williams","SG",34,"VET-EXT","$8,000,000","7.33%","atlanta hawks",2020
"De'Andre Hunter","SF",23,"RK","$7,422,000","6.80%","atlanta hawks",2020
"Trae Young","PG",22,"RK","$6,571,800","6.02%","atlanta hawks",2020
"Onyeka Okongwu","C",20,"RK","$5,813,640","5.33%","atlanta hawks",2020
"Kris Dunn","PG",26,"FA","$4,767,000","4.37%","atlanta hawks",2020
"Cam Reddish","SF",21,"RK","$4,458,000","4.08%","atlanta hawks",2020
"John Collins","PF",23,"RK","$4,137,302","3.79%","atlanta hawks",2020
"Kevin Huerter","SG",22,"RK","$2,761,920","2.53%","atlanta hawks",2020
"Brandon Goodwin","PG",25,"ROS","$1,701,593","1.56%","atlanta hawks",2020
"Solomon Hill","SF",29,"FA","$1,620,564","1.48%","atlanta hawks",2020
"Bruno Fernando","C",22,"RK","$1,517,981","1.39%","atlanta hawks",2020
"Skylar Mays","SG",23,"TW","-","-","atlanta hawks",2020
"Nathan Knight","PF",23,"TW","-","-","atlanta hawks",2020
"John Collins","PF",24,"FA","$23,000,000","20.46%","atlanta hawks",2021
"Danilo Gallinari","PF",33,"S&T","$20,475,000","18.21%","atlanta hawks",2021
"Bogdan Bogdanovic","SG",29,"FA","$18,000,000","16.01%","atlanta hawks",2021
"Clint Capela","C",27,"","$17,103,448","15.21%","atlanta hawks",2021
"Delon Wright","PG",29,"FA","$8,526,316","7.58%","atlanta hawks",2021
